ticket_id,artist_event,event_type,venue,event_date,purchase_date,customer_region,ticket_type,price_uzs,quantity,payment,status,rating,revenue
TK-10999,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-10,namangan,vip,450057,1,qr,yakunlangan,3.6,450057
TK-10964,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-14,buxoro,vip,450835,2,karta,kutilmoqda,,901670
TK-10479,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-23,andijon,standart,178135,4,karta,qaytarilgan,,712540
TK-11375,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-11,xorazm,vip,456442,3,qr,qaytarilgan,,1369326
TK-12273,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-14,qashqadaryo,fan,105195,2,naqd,kutilmoqda,,210390
TK-10979,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-07,namangan,standart,151003,2,naqd,yakunlangan,4.0,302006
TK-10862,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-29,samarqand,standart,148305,4,karta,yakunlangan,5.0,593220
TK-11106,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-15,andijon,vip,464797,2,qr,yakunlangan,3.8,929594
TK-12482,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-18,buxoro,fan,64810,3,qr,kutilmoqda,,194430
TK-12456,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-19,xorazm,fan,67379,1,qr,qaytarilgan,,67379
TK-12089,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-15,xorazm,standart,152190,3,qr,yakunlangan,3.9,456570
TK-12202,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-23,qashqadaryo,fan,63400,3,naqd,yakunlangan,4.5,190200
TK-11665,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-04,namangan,standart,173921,1,karta,yakunlangan,4.1,173921
TK-10611,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-23,buxoro,standart,170896,2,karta,yakunlangan,4.7,341792
TK-12485,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-04,samarqand,standart,131593,2,naqd,yakunlangan,3.5,263186
TK-12236,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-15,xorazm,standart,147326,2,karta,yakunlangan,4.1,294652
TK-11195,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-15,namangan,fan,85001,3,qr,kutilmoqda,,255003
TK-11749,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-28,buxoro,fan,97276,2,karta,yakunlangan,4.8,194552
TK-11979,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-25,qashqadaryo,standart,138156,1,qr,yakunlangan,4.9,138156
TK-10978,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-05-03,namangan,standart,162922,1,karta,yakunlangan,3.8,162922
TK-11404,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-07,toshkent,vip,435953,1,qr,yakunlangan,3.7,435953
TK-11128,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-22,buxoro,standart,141990,3,naqd,yakunlangan,4.8,425970
TK-10354,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-20,buxoro,fan,109677,1,qr,yakunlangan,4.5,109677
TK-11421,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-26,andijon,vip,432003,2,naqd,yakunlangan,4.9,864006
TK-10637,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-21,toshkent,standart,140008,2,karta,yakunlangan,4.2,280016
TK-10218,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-06,andijon,vip,446077,1,qr,qaytarilgan,,446077
TK-10051,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-18,andijon,standart,157014,1,qr,yakunlangan,3.6,157014
TK-10527,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-04,samarqand,fan,90114,2,naqd,yakunlangan,3.9,180228
TK-10810,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-20,xorazm,vip,444157,3,qr,yakunlangan,4.3,1332471
TK-11771,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-03,qashqadaryo,standart,140893,4,naqd,yakunlangan,4.7,563572
TK-10973,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-18,farg'ona,vip,436184,1,qr,kutilmoqda,,436184
TK-11546,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-05-08,farg'ona,standart,160439,4,naqd,yakunlangan,4.9,641756
TK-12053,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-19,namangan,fan,108027,3,qr,yakunlangan,4.3,324081
TK-11644,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-09,toshkent,standart,144229,3,qr,yakunlangan,4.0,432687
TK-12472,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-26,farg'ona,standart,175569,4,karta,yakunlangan,3.8,702276
TK-10096,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-11,xorazm,standart,176053,4,naqd,yakunlangan,4.7,704212
TK-11968,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-17,buxoro,fan,97126,1,naqd,yakunlangan,4.2,97126
TK-12247,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-04,xorazm,fan,73338,3,karta,yakunlangan,4.2,220014
TK-11697,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-05-09,andijon,vip,463329,3,karta,yakunlangan,4.2,1389987
TK-11518,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-04,xorazm,vip,476347,2,qr,qaytarilgan,,952694
TK-11666,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-13,samarqand,fan,89777,1,karta,yakunlangan,4.5,89777
TK-10518,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-31,samarqand,standart,149673,3,qr,yakunlangan,3.9,449019
TK-10433,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-10,samarqand,fan,97527,3,naqd,yakunlangan,4.0,292581
TK-11954,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-02,toshkent,fan,109192,3,qr,qaytarilgan,,327576
TK-11386,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-01,samarqand,standart,148419,1,karta,qaytarilgan,,148419
TK-12007,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-29,samarqand,vip,457770,1,qr,qaytarilgan,,457770
TK-11885,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-02,xorazm,standart,152919,2,naqd,yakunlangan,3.7,305838
TK-11338,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-30,xorazm,standart,163009,1,karta,yakunlangan,3.8,163009
TK-12244,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-30,qashqadaryo,fan,80470,4,qr,yakunlangan,4.5,321880
TK-10866,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-27,xorazm,fan,72131,1,karta,qaytarilgan,,72131
TK-11732,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-23,qashqadaryo,fan,79076,3,qr,yakunlangan,4.2,237228
TK-11538,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-17,qashqadaryo,fan,106979,1,karta,yakunlangan,3.7,106979
TK-10613,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-03,andijon,standart,144761,3,naqd,yakunlangan,3.7,434283
TK-12123,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-05-01,samarqand,fan,86487,1,karta,yakunlangan,4.6,86487
TK-10809,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-16,qashqadaryo,standart,158026,2,naqd,yakunlangan,4.9,316052
TK-10787,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-08,samarqand,fan,91735,2,karta,yakunlangan,4.1,183470
TK-11983,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-04,samarqand,vip,467891,2,naqd,yakunlangan,4.9,935782
TK-10522,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-05-03,andijon,fan,61646,4,karta,yakunlangan,4.8,246584
TK-11647,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-02,samarqand,standart,162914,2,karta,yakunlangan,3.9,325828
TK-12040,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-25,xorazm,standart,165993,1,naqd,qaytarilgan,,165993
TK-11743,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-11,xorazm,standart,166080,2,karta,yakunlangan,3.5,332160
TK-11135,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-12,andijon,fan,68942,4,qr,qaytarilgan,,275768
TK-12090,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-16,samarqand,fan,66977,2,qr,yakunlangan,3.7,133954
TK-10210,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-06,namangan,vip,469876,1,qr,yakunlangan,4.7,469876
TK-10321,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-02,farg'ona,vip,455257,3,qr,qaytarilgan,,1365771
TK-10969,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-19,qashqadaryo,standart,171124,2,naqd,qaytarilgan,,342248
TK-10289,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-18,namangan,standart,149758,2,karta,qaytarilgan,,299516
TK-11027,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-21,samarqand,standart,167793,1,naqd,yakunlangan,4.7,167793
TK-10807,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-24,andijon,fan,75571,1,qr,qaytarilgan,,75571
TK-11587,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-02,xorazm,vip,457594,4,karta,yakunlangan,3.7,1830376
TK-11389,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-14,namangan,vip,470069,2,karta,qaytarilgan,,940138
TK-12361,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-20,namangan,vip,465002,4,qr,yakunlangan,3.8,1860008
TK-10030,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-12,farg'ona,fan,98433,2,karta,kutilmoqda,,196866
TK-11073,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-08,namangan,vip,471075,1,qr,yakunlangan,4.2,471075
TK-11987,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-18,toshkent,vip,458024,4,qr,yakunlangan,4.1,1832096
TK-11720,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-05-04,namangan,fan,90367,1,karta,yakunlangan,3.9,90367
TK-11929,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-21,qashqadaryo,standart,134342,1,naqd,yakunlangan,4.2,134342
TK-10746,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-05,namangan,standart,176148,1,karta,yakunlangan,4.3,176148
TK-10632,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-16,buxoro,vip,441152,1,qr,yakunlangan,3.5,441152
TK-10407,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-17,toshkent,fan,96671,4,naqd,yakunlangan,4.7,386684
TK-10944,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-28,buxoro,vip,450599,1,naqd,yakunlangan,4.7,450599
TK-12047,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-05-04,buxoro,standart,178348,3,naqd,qaytarilgan,,535044
TK-10528,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-07,samarqand,vip,435847,4,karta,yakunlangan,4.0,1743388
TK-10480,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-04-02,farg'ona,vip,461007,3,naqd,yakunlangan,3.5,1383021
TK-11091,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-23,samarqand,fan,61499,3,qr,qaytarilgan,,184497
TK-10237,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-30,namangan,standart,176467,3,naqd,qaytarilgan,,529401
TK-10109,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-24,xorazm,fan,76555,2,naqd,qaytarilgan,,153110
TK-12148,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-05,buxoro,fan,84470,3,qr,yakunlangan,4.8,253410
TK-11491,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-13,andijon,standart,165782,1,naqd,yakunlangan,3.9,165782
TK-12385,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-30,farg'ona,standart,173747,1,naqd,yakunlangan,4.2,173747
TK-10252,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-22,qashqadaryo,fan,76536,4,qr,yakunlangan,4.3,306144
TK-12140,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-06,buxoro,vip,453125,1,qr,yakunlangan,3.8,453125
TK-11208,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-24,qashqadaryo,vip,451659,4,karta,yakunlangan,4.0,1806636
TK-11123,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-18,farg'ona,fan,88363,1,naqd,yakunlangan,3.9,88363
TK-11936,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-15,toshkent,vip,432230,3,karta,yakunlangan,4.0,1296690
TK-11490,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-22,namangan,standart,143037,2,qr,yakunlangan,4.0,286074
TK-11506,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-14,andijon,vip,462581,3,naqd,qaytarilgan,,1387743
TK-11102,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-22,xorazm,vip,462980,3,naqd,yakunlangan,4.4,1388940
TK-10318,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-16,namangan,standart,160946,3,qr,yakunlangan,4.7,482838
TK-11888,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-04,buxoro,fan,63760,4,qr,yakunlangan,3.8,255040
TK-11971,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-04,toshkent,vip,432897,4,naqd,yakunlangan,3.7,1731588
TK-11090,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-29,samarqand,vip,477615,4,naqd,yakunlangan,4.9,1910460
TK-12121,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-26,buxoro,standart,166109,1,karta,yakunlangan,3.7,166109
TK-11124,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-11,buxoro,vip,469897,4,qr,qaytarilgan,4.0,1879588
TK-12015,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-06,toshkent,standart,142572,4,karta,qaytarilgan,,570288
TK-10789,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-23,xorazm,standart,154556,3,karta,yakunlangan,4.4,463668
TK-11738,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-04,andijon,standart,177199,3,karta,yakunlangan,3.6,531597
TK-10507,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-26,namangan,vip,458348,2,karta,yakunlangan,4.4,916696
TK-11097,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-25,qashqadaryo,fan,67880,4,qr,yakunlangan,3.8,271520
TK-11241,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-06,namangan,standart,130644,3,karta,yakunlangan,5.0,391932
TK-10802,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-14,farg'ona,vip,439086,2,karta,yakunlangan,3.7,878172
TK-11901,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-06,samarqand,vip,447839,2,karta,yakunlangan,3.8,895678
TK-10387,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-24,qashqadaryo,vip,466901,1,karta,kutilmoqda,,466901
TK-11750,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-31,farg'ona,fan,80820,2,karta,yakunlangan,4.9,161640
TK-12026,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-13,samarqand,vip,446785,4,karta,yakunlangan,4.6,1787140
TK-12157,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-21,namangan,standart,132332,2,karta,yakunlangan,4.3,264664
TK-10100,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-31,buxoro,fan,65983,3,naqd,kutilmoqda,,197949
TK-10261,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-19,samarqand,vip,441230,4,naqd,yakunlangan,4.5,1764920
TK-12257,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-05-07,qashqadaryo,standart,173188,1,qr,yakunlangan,4.5,173188
TK-11756,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-02,farg'ona,standart,169388,3,qr,yakunlangan,4.2,508164
TK-11947,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-16,qashqadaryo,vip,440173,2,naqd,yakunlangan,4.1,880346
TK-12025,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-05,namangan,standart,130443,1,naqd,yakunlangan,4.7,130443
TK-10179,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-06,samarqand,fan,96337,1,naqd,qaytarilgan,,96337
TK-11754,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-08,xorazm,standart,168754,4,qr,yakunlangan,3.6,675016
TK-10367,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-03,buxoro,vip,442383,3,naqd,qaytarilgan,,1327149
TK-11829,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-04,xorazm,fan,97412,4,karta,yakunlangan,4.0,389648
TK-10859,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-06,xorazm,fan,80533,3,karta,yakunlangan,4.5,241599
TK-11632,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-08,buxoro,fan,61128,3,karta,yakunlangan,3.7,183384
TK-10610,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-06,farg'ona,fan,99533,4,naqd,yakunlangan,4.6,398132
TK-10291,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-14,andijon,standart,142418,2,naqd,yakunlangan,4.6,284836
TK-10141,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-09,andijon,standart,178858,2,naqd,yakunlangan,3.5,357716
TK-10599,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-18,andijon,standart,132311,1,qr,kutilmoqda,,132311
TK-12256,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-29,qashqadaryo,fan,100265,3,naqd,yakunlangan,4.0,300795
TK-11125,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-19,buxoro,vip,465106,1,karta,yakunlangan,4.3,465106
TK-10445,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-05-06,xorazm,standart,130398,3,karta,qaytarilgan,,391194
TK-10727,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-26,buxoro,fan,78379,3,karta,yakunlangan,4.9,235137
TK-11465,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-26,xorazm,vip,431580,2,qr,yakunlangan,4.2,863160
TK-11826,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-04,buxoro,standart,156402,3,qr,yakunlangan,4.9,469206
TK-11563,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-07,toshkent,vip,469537,4,qr,qaytarilgan,,1878148
TK-12360,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-01,toshkent,fan,89600,3,qr,qaytarilgan,,268800
TK-12333,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-28,qashqadaryo,fan,102420,1,qr,qaytarilgan,,102420
TK-11591,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-02-19,andijon,vip,449003,3,qr,yakunlangan,4.6,1347009
TK-10247,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-19,namangan,standart,155032,3,qr,yakunlangan,4.3,465096
TK-11872,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-13,andijon,vip,448923,1,karta,yakunlangan,4.5,448923
TK-11047,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-28,andijon,standart,163296,3,karta,yakunlangan,3.7,489888
TK-11765,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-17,andijon,vip,432527,1,karta,yakunlangan,4.8,432527
TK-11048,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-25,xorazm,vip,438802,2,karta,yakunlangan,4.4,877604
TK-10564,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-10,farg'ona,standart,136409,2,qr,yakunlangan,4.7,272818
TK-12208,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-02,andijon,fan,64591,2,karta,yakunlangan,4.3,129182
TK-10029,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-09,namangan,vip,445784,1,naqd,yakunlangan,4.5,445784
TK-11997,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-05-08,namangan,vip,475754,1,naqd,qaytarilgan,,475754
TK-11896,navruz gala shou,konsert,humo arena,21.03.2026,2026-01-24,farg'ona,fan,64703,4,qr,yakunlangan,4.5,258812
TK-10393,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-02-19,toshkent,fan,96517,3,qr,yakunlangan,4.3,289551
TK-11444,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-26,namangan,vip,465186,3,naqd,yakunlangan,5.0,1395558
TK-11645,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-28,xorazm,vip,461736,3,karta,yakunlangan,4.5,1385208
TK-11228,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-22,samarqand,standart,166942,2,qr,yakunlangan,4.3,333884
TK-11637,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-03,samarqand,standart,147967,4,naqd,yakunlangan,3.8,591868
TK-10157,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-06,samarqand,standart,147175,3,qr,yakunlangan,4.4,441525
TK-11099,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-26,qashqadaryo,fan,69164,2,karta,yakunlangan,4.6,138328
TK-11700,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-10,xorazm,fan,70891,4,karta,yakunlangan,4.9,283564
TK-12099,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-26,namangan,vip,436168,4,karta,yakunlangan,5.0,1744672
TK-11565,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-08,toshkent,fan,81789,3,karta,yakunlangan,4.9,245367
TK-10861,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-10,buxoro,vip,435721,1,karta,qaytarilgan,,435721
TK-10332,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-05,xorazm,vip,465501,1,naqd,yakunlangan,4.3,465501
TK-11093,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-24,toshkent,fan,71546,1,qr,qaytarilgan,,71546
TK-10485,sevinch mominova,konsert,humo arena,15.03.2026,2026-03-13,samarqand,standart,142769,2,qr,yakunlangan,4.5,285538
TK-10435,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-12,toshkent,standart,143755,2,karta,yakunlangan,4.4,287510
TK-10986,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-30,toshkent,standart,163747,1,qr,kutilmoqda,,163747
TK-11333,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-15,andijon,fan,97437,1,qr,yakunlangan,3.5,97437
TK-11374,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-11,namangan,standart,141103,4,karta,yakunlangan,4.4,564412
TK-10353,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-03,namangan,fan,100350,1,qr,yakunlangan,3.9,100350
TK-11034,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-25,qashqadaryo,standart,166938,2,qr,yakunlangan,4.7,333876
